Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Sociedad Latina,"15,000",2014,1 year,Not Specified,Youth development,Adolescent girls,Program support,Cash grants,Viva Lacultura Youth Program
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Year Up,"15,000",2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,CORE Program
C. Margaret Browne Trust,Unitarian Universalist Association,"14,798",2014,1 year,Not Specified,Interfaith,Low-income people,General support,Cash grants,Unrestricted general
"MetroWest Health Foundation, Inc.",Edward M Kennedy Community Healthcenter Inc,"14,350",2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,Bringing PACE to the Metrowest Area
Greater Washington Community Foundation,Summer Search Boston,"14,280",2014,1 month,Education and Youth Development; HUM - Youth Development,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
F. A. O. Schwarz Family Foundation,The Food Project,"14,250",2014,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general support
Schwab Charitable,Boston Childrens Chorus,"14,250",2014,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Boston Foundation,InnerCity Weightlifting,"14,200",2014,1 year,Human Services,Human services,Low-income people; At-risk youth,General support,Cash grants,For general operating/unrestricted support
The Red Elm Tree Foundation Robe,"GreenLight Fund, Inc.","14,100",2014,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Program support,Cash grants,Table for 12 (oct 9)
Joyful Blessings Foundation,African,"14,000",2014,1 year,Not Specified,Education services,Children and youth; People of African descent; Immigrants and migrants; Students,General support,Cash grants,General support of saturday program
The Boston Foundation,College Bound Dorchester,"14,000",2014,1 year,Education,Human services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating/unrestricted support
Vanguard Charitable Endowment Program,"Epiphany School, Inc.","14,000",2014,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,For General operating expenses
Vanguard Charitable Endowment Program,"United for a Fair Economy, Inc.","14,000",2014,1 year,Not Specified,Social rights,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,For General operating expenses
Schwab Charitable,Year Up,"13,775",2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Francis J. Quirico Educational Foundation,Roma Sabino,"13,682",2014,1 year,Not Specified,Ethnic and racial minority rights,Nomadic people; Low-income people,Scholarships,Cash grants,Scholarship
The Boston Foundation,Sociedad Latina,"13,500",2014,1 year,Youth Development,Youth organizing,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,For general operating/unrestricted support
The Fish Family Foundation,Agencia Alcanzando Logros Para Hispanos Ahora,"13,500",2014,1 year,Not Specified,Immigrant services,People of Latin American descent; Immigrants and migrants,Program support,Cash grants,Human services
Hunt Alternatives Fund,AbekaM,"13,333",2014,1 month,Not Specified,Freedom from slavery,Children and youth; Women and girls; Men and boys; Offenders; Victims of crime and abuse,Capacity-building and technical assistance,Cash grants,For quick results grant for demand reduction
Mission Hill/Fenway Neighborhood Trust Inc.,"MissionSAFE: A New Beginning, Inc.","13,000",2014,1 year,Not Specified,Human services,Children and youth; Low-income people,Not Specified,Cash grants,Generaloperating support
Schwab Charitable,Unitarian Universalist Association,"12,950",2014,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
"Anna B. Stearns Charitable Foundation, Inc.",South Boston en Accion,"12,500",2014,1 year,Not Specified,Immigrant services,People of Latin American descent; Immigrants,Not Specified,Cash grants,Not Specified
"Anna B. Stearns Charitable Foundation, Inc.",Upham's Corner Community Center,"12,500",2014,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Cammarata Family Foundation,Inner-City Scholarship Fund,"12,500",2014,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,Individual development,Cash grants,Education
"Clipper Ship Foundation, Inc.",Greater Boston Nazarene Compassionate Center,"12,500",2014,1 year,Not Specified,Food banks,Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,Greater Boston Nazarene Food Pantry
Esther B. Kahn Charitable Foundation,Boston Higher Education Resource Center,"12,500",2014,1 year,Not Specified,Out-of-school learning,Adolescents; People of Latin American descent; Immigrants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Horace W. Goldsmith Foundation,Young Peoples Project,"12,500",2014,1 year,Not Specified,STEM education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Go
"Middlesex Savings Charitable Foundation, Inc.",The Food Project,"12,500",2014,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Exempt purposes
"State Street Foundation, Inc.","Community Servings, Inc.","12,500",2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Grant to support the food delivery for homebound critically ill individuals
The Beagary Charitable Trust,Martha's Vineyard Museum Inc,"12,500",2014,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General Fund
The Boston Foundation,"Community Servings, Inc.","12,500",2014,1 year,Human Services,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For general operating/unrestricted support
"The Fred Harris Daniels Foundation, Inc.",Worcester Youth Center,"12,500",2014,1 month,Youth,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,For Strategic Grant
"The Fred Harris Daniels Foundation, Inc.",Worcester Youth Center,"12,500",2014,1 month,Youth,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,For Strategic Grant
Vanguard Charitable Endowment Program,Unitarian Universalist Association,"12,500",2014,1 year,Not Specified,Antidiscrimination,Low-income people,General support,Cash grants,For General operating expenses
Josephine G. Russell Trust,Asian Center of Merrimack Valley,"12,000",2014,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants; Refugees and displaced people; Low-income people,Not Specified,Cash grants,CHARITY
Matthew A. and Susan B. Weatherbie Foundation,Inner-City Scholarship Fund,"12,000",2014,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,General Purpose
Ploughshares Foundation,Boston Employment Service,"12,000",2014,1 year,Not Specified,Job training,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Robert and Dale Rosen Charitable Foundation,Jumpstart for Young Children,"12,000",2014,1 year,Not Specified,Reading promotion,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Help children develop language and literacy skills
The AEC Trust,Enchanted Circle Inc,"12,000",2014,1 year,Not Specified,Arts education,Children and youth,Program support,Cash grants,Amherst arts integration initiative
The Comcast Foundation,"Lawrence Community Works, Inc.","12,000",2014,1 year,Not Specified,Education services,Children and youth; Students,Program support,Cash grants,Movement City Youth Network an after-school program serving 100 youth from mostly Latino immigrant families The program includes academic support creative arts career exploration and memforing with a focus on creative arts and technology training
The Kenneth A. Lester Family Foundation,Minds Matter,"12,000",2014,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,To further donee drganization's exempt purpose
The Stoddard Charitable Trust,"Dynamy, Inc.","12,000",2014,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Youth Academy
Wells Fargo Foundation,Year Up,"12,000",2014,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"Support of community development education , and human services"
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Boston City Singers,"12,000",2014,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups,Program support,Cash grants,Chorus & Youth Development
M&T Charitable Foundation,Year Up,"11,960",2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
M&T Charitable Foundation,Year Up,"11,960",2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Massachusetts Charitable Mechanic Association,Boston Employment Service,"11,829",2014,1 year,Not Specified,Job training,Ethnic and racial groups; Low-income people,Equipment,Cash grants,Related trade equipment and support
