Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Hearthstone Charitable Foundation,Beacon Academy Inc,"31,000",2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,HUMANITARIAN
Stephen C. Luce Charitable Foundation,"Martha's Vineyard Hospital, Inc.","30,521",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
Franklin Square House Foundation,Boston Chinatown Residents Association Inc,"30,135",2016,1 year,Not Specified,Community and economic development,Infants and toddlers; People of East Asian descent; Immigrants and migrants; Low-income people,Capital and infrastructure,Cash grants,Childcare capital grant
"Bank of America Charitable Foundation, Inc.","Artists for Humanity, Inc.","30,000",2016,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/Operating Support
Biogen Foundation Incorporated,Cambridge Community Foundation,"30,000",2016,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,General support,Cash grants,Unrestricted general support
Cabot Family Charitable Trust,Mass Mentoring Partnership,"30,000",2016,1 year,Not Specified,Youth mentoring,Adolescents; Students,Not Specified,Cash grants,Charitable purpose
Cedar Tree Foundation,Alternatives for Community and Environment,"30,000",2016,1 year,Not Specified,Civics for youth,Adolescents,Program support,Cash grants,Project Support for Roxbury Environmental Empowerment Project (REEP)
"Clowes Fund, Inc.","The Neighborhood Developers, Inc.","30,000",2016,4 months,Project/Program,Housing development,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Connect
Community Foundation of New Jersey,Martha's Vineyard Museum Inc,"30,000",2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General Support
"Currents of Change, Inc.",City Life/Vida Urbana,"30,000",2016,1 year,Not Specified,Shelter and residential care,People of Latin American descent; Low-income people,Advocacy,Cash grants,General fundgeneral fund
"Currents of Change, Inc.",Chinatown People Progressive Association Inc.,"30,000",2016,1 year,Not Specified,Ethnic and racial minority rights,Seniors; People of East Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,General fund
Deborah M. Noonan Memorial Fund,Dimock Community Health Center,"30,000",2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general support
Deborah Munroe Noonan Memorial Fund,Dimock Community Health Center,"30,000",2016,1 month,Not Specified,Substance abuse treatment,Ethnic and racial groups; Low-income people,General support,Cash grants,General operations of the organization
Deborah Munroe Noonan Memorial Fund,Urban League of Eastern Massachusetts,"30,000",2016,1 month,Employment,Employment,People of African descent,Program support,Cash grants,Planning Grant for Entrepreneurial Program
"EdVestors, Inc.","Hyde Square Task Force, Inc.","30,000",2016,1 year,Not Specified,Elementary and secondary education,Students,Program support,Cash grants,HSTF-multiple schools. To expand arts education for school children in boston public schools. Round 7 2015-2016.
Esmond Harmsworth 1997 Charitable Foundation,Fenway Sidney Borum Community Health Center,"30,000",2016,1 year,Not Specified,Health,Ethnic and racial groups; Low-income people,General support,Cash grants,General fund
Fidelity Investments Charitable Gift Fund,Community Labor United,"30,000",2016,1 year,Not Specified,Organized labor,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"30,000",2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,InnerCity Weightlifting,"30,000",2016,1 year,Not Specified,Crime prevention,Low-income people; At-risk youth,General support,Cash grants,Not Specified
Frank M. Tait Foundation,Building Educated Leaders for Life Foundation,"30,000",2016,1 year,Not Specified,Sports and recreation,People of African descent; People of Latin American descent,Program support,Cash grants,Bell summer program
Genentech Foundation,Jumpstart for Young Children,"30,000",2016,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Community Programs
Herman and Frieda L. Miller Foundation,"The Neighborhood Developers, Inc.","30,000",2016,1 year,Not Specified,Housing development,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Chelsea thrives
"Josephine and Louise Crane Foundation, Inc.",Lenny Zakim Fund,"30,000",2016,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,Unrestricted
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",Initiative for A Competitive Inner City Inc,"30,000",2016,1 year,Not Specified,Urban development,At-risk youth,Conferences and exhibits,Cash grants,Conference Support
"Mass General Brigham, Inc.",Massachusetts Budget and Policy Center,"30,000",2016,1 year,Not Specified,Benefits planning,Adults; People of Asian descent; Low-income people,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
"Massachusetts Bar Foundation, Inc.",Greater Boston Legal Services,"30,000",2016,1 year,Not Specified,Human rights,Low-income people,Program support,Cash grants,Clean slate racial justice program
"State Street Foundation, Inc.",Steppingstone Foundation,"30,000",2016,1 year,Not Specified,College preparation,At-risk youth,Program support,Cash grants,The Steppingstone Foundation
"State Street Foundation, Inc.",SquashBusters Inc.,"30,000",2016,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Squashbusters Operating Support for Squash and Academic Program
"The 1434 Foundation, Inc.",UTEC,"30,000",2016,1 year,Not Specified,Youth development,Adolescent girls,Not Specified,Cash grants,Charitable
The Bezalel Foundation,Teach Plus,"30,000",2016,1 year,Not Specified,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,General support,Cash grants,General support
The Boston Foundation,"La Alianza Hispana, Inc.","30,000",2016,1 year,Not Specified,Human services,People of Latin American descent,Not Specified,Cash grants,Not Specified
The Boston Foundation,Greater Boston Chinese Golden Age Center Inc,"30,000",2016,1 year,Not Specified,Human services,Seniors; People of East Asian descent; Immigrants and migrants,Not Specified,Cash grants,Not Specified
The Boston Foundation,The Trustees of Reservations,"30,000",2016,1 year,Not Specified,Environment,Low-income people,Land acquisitions,Cash grants,Not Specified
The Comcast Foundation,"Quincy Asian Resources, Inc.","30,000",2016,1 year,Not Specified,Immigrant services,Children and youth; Immigrants,Program support,Cash grants,Quincy Immigrant Youth and Family Empowerment
The Cosette Charitable Fund,Summer Search Boston,"30,000",2016,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Programs to launch low income students on successful life paths
"The Fred Harris Daniels Foundation, Inc.",Family Health Center Of Worcester Inc,"30,000",2016,1 year,Health,Dental care,People with diseases and illnesses,Building and renovations,Cash grants,"Please provide a brief description of the proposed projecamily Health Center of Worcester is working to complete a $9.13 Million capital campaign to improve access to care for low income residents, and to upgrade our facilities. The project will fund the physical expansion and renovation of our main administrative, clinical, and teaching site at 26 Queen Street, Worcester. This expansion and renovation will allow FHCW to meet the significant increase in demand for primary care, vision care, pharmacy, and dental services for approximately 7,000 new patients. Construction completed to-date to add 18,000 S.F. On th ground floor of the building has provided a fourth primary care team with 20 exam rooms which opened in 12/2013 to provide an estimated 4,835 new patients with access to a primary care medical home; 4 new dental operatories on the third floor, bringing the total to 14, to address the overwhelming demand for urgent/emergency dental treatment and preventive care; a new vision/optical service in partnership with the Massachusetts College of Pharmacy & Health Sciences (MCPHS) which opened in 5/2014 to provide eye care for low income,to accommodate 22% increase in our patient population. Family Health Center of Worcester currently provides services for over 33,000 area residents. Phase 2 of the project includes renovations to refresh paint and flooring in 56,000 square feet of existing health center clinical and teaching space to update and repair the facility; construct new nurses stations on 3 existing clinical teams to allow more efficient workflow and consistent work spaces; renovate two storage spaces to convert to office space for improved patient confidentiality in HIV counseling and testing, and health education; and replace aged equipment in disrepair throughout the health center to assure sustainability of operations well into the future."
"The Hyams Foundation, Inc.",Massachusetts Budget and Policy Center,"30,000",2016,1 year,Not Specified,Human rights,Adults; People of Asian descent; Low-income people,"Policy, advocacy and systems reform",Cash grants,Important racial justice issues
"The Hyams Foundation, Inc.",Black Economic Justice Institute,"30,000",2016,1 year,Not Specified,Community and economic development,People of African descent; Low-income people,Equal access; Program support,Cash grants,Community identified issues
"The Hyams Foundation, Inc.",Islamic Society of Boston Cultural Center,"30,000",2016,1 year,Not Specified,Religion,Ethnic and racial groups,Not Specified,Cash grants,Community identified issues
"The Hyams Foundation, Inc.",Congregacion Leon de Juda,"30,000",2016,1 year,Not Specified,Christianity,Economically disadvantaged people,Not Specified,Cash grants,Community identified issues
