Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Boston Foundation,Neighbor to Neighbor,"30,000",2018,1 year,Mutual & Membership Benefit,Democracy,Ethnic and racial groups; Economically disadvantaged people,Not Specified,Cash grants,For “A Bright Future for All: Lifting Voices of the New Majority in Lynn”
The Boston Foundation,Steppingstone Foundation,"30,000",2018,1 year,Education,Equal opportunity in education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general/unrestricted support
The Comcast Foundation,"Quincy Asian Resources, Inc.","30,000",2018,1 year,Not Specified,Youth development,Children and youth; Immigrants,Program support,Cash grants,Quincy Immigrant Youth and Farmiiy Empowement
The Fish Family Foundation,Boston Chinatown Neighborhood Center,"30,000",2018,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,HUMAN SERVICES
The Fish Family Foundation,Rian Immigrant Center,"30,000",2018,1 year,Not Specified,National security,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,HUMAN SERVICES
"The Hyams Foundation, Inc.",Handel & Haydn Society,"30,000",2018,1 year,Not Specified,Ethnic and racial minority rights,Not Specified,"Policy, advocacy and systems reform; Presentations and productions",Cash grants,Racial justice policy
"The Hyams Foundation, Inc.",Mass Mentoring Partnership,"30,000",2018,1 year,Not Specified,Community and economic development,Children and youth; Family relationships; Ethnic and racial groups; Social and economic status,Program support,Cash grants,Community identified issues
The Janey Fund Charitable Trust,Project Step,"30,000",2018,1 year,Not Specified,Education services,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,UNRESTRICTED
The Klarman Family Foundation,PROJECT CITIZENSHIP INC,"30,000",2018,1 year,Healthy Democracy,Education,Seniors; Multiracial people; Immigrants; Economically disadvantaged people; People with disabilities; Students,General support,Cash grants,Unrestricted operating support
The Lenny Zakim Fund,"Immigrant Family Services Institute, Inc.","30,000",2018,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants,Not Specified,Cash grants,"General operating, TPS"
"The Liberty Mutual Foundation, Inc.",Tent City Corporation,"30,000",2018,1 year,Not Specified,Financial services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,The Boston Money Management Program Round 2-SWL 2019
"The Liberty Mutual Foundation, Inc.",Boston Debate League,"30,000",2018,1 year,Not Specified,Civics for youth,Preteens; Adolescents; Ethnic and racial groups; Students,Program support,Cash grants,Charlestown High School
"The Liberty Mutual Foundation, Inc.",Young Peoples Project,"30,000",2018,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Culinary Pathways
"The Liberty Mutual Foundation, Inc.",Boston CASA,"30,000",2018,1 year,Not Specified,Child advocacy,Ethnic and racial groups,General support; Program support,Cash grants,General Program Support
"The Liberty Mutual Foundation, Inc.",St Mary's Women and Children Center,"30,000",2018,1 year,Not Specified,Education services,Academics,Not Specified,Cash grants,College Success Academy
"The Liberty Mutual Foundation, Inc.",Boston Chinatown Neighborhood Center,"30,000",2018,1 year,Not Specified,Vocal music,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support; Performances,Cash grants,Concert Chorus Programs
"The Liberty Mutual Foundation, Inc.",United South End Settlements,"30,000",2018,1 year,Not Specified,Camps,Children and youth; People with disabilities,Program support,Cash grants,Camp Shriver - Year Round Inclusive Programming for Children with Disabilities
"The Liberty Mutual Foundation, Inc.",Future Chefs,"30,000",2018,1 year,Not Specified,Public health,Women and girls,Equal access; Program support,Cash grants,Women's Hearth
The Ludcke Foundation,"Massachusetts Advocates for Children, Inc.","30,000",2018,1 year,Not Specified,Child advocacy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,Advocacy,Cash grants,Not Specified
The Lynch Foundation,Camp Harbor View Foundation Inc.,"30,000",2018,1 year,After School Program,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,General Operating Support
The New World Foundation,Chinatown People Progressive Association Inc.,"30,000",2018,1 year,Not Specified,Ethnic and racial minority rights,People of East Asian descent; Immigrants; Economically disadvantaged people,General support,Cash grants,General support
The Nord Family Foundation,"Epiphany School, Inc.","30,000",2018,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,In support of general operations
The Penates Foundation,Camp Harbor View Foundation Inc.,"30,000",2018,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Program support,Cash grants,CIVIC & COMMUNITY
The Rands Foundation,Beacon Academy Inc,"30,000",2018,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General Operating Support
The Schott Foundation for Public Education,Massachusetts Community Action Network,"30,000",2018,1 year,Not Specified,Community organizing,Children and youth; Students,"Policy, advocacy and systems reform",Cash grants,CAMPAIGN: FAIR AND JUST SCHOOL RESOURCES IN NORTHEAST
The Susan F. Schiro and Peter J. Manus Foundation,"Asian American Civic Association, Inc.","30,000",2018,1 year,Not Specified,Public administration,People of East Asian descent; Immigrants; Low-income people,Not Specified,Cash grants,To further recipient's tax-exempt purpose
The Textron Charitable Trust,Year Up,"30,000",2018,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Support
Theodore Edson Parker Foundation,"Lowell Parks and Conservation Trust, Inc.","30,000",2018,1 year,Not Specified,Historical activities,Age Groups; Ethnic and racial groups,Capital and infrastructure; Program expansion,Cash grants,Spalding house: restoration and expanded programming
Theodore Edson Parker Foundation,Cambodian Mutual Assist. Assoc. of Greater Lowell,"30,000",2018,1 year,Not Specified,Community and economic development,Children and youth,Program support,Cash grants,Cmaa youth program support 2018-2020
"United Way of Pioneer Valley, Inc.",Homework House Inc,"30,000",2018,1 year,Not Specified,Out-of-school learning,Children and youth; People of Latin American descent; Catholics; Students,Not Specified,Cash grants,Education grant program
Van Otterloo Family Foundation,Beacon Academy Inc,"30,000",2018,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Educational annual operating support
Van Otterloo Family Foundation,Inner-City Scholarship Fund,"30,000",2018,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,Scholarships; Student aid,Cash grants,Educational financial assistance
Wells Fargo Foundation,Year Up,"30,000",2018,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"Support of community development education, and human services"
Wells Fargo Foundation,Jumpstart for Young Children,"30,000",2018,1 year,Not Specified,Community and economic development,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"Support of community development education, and human services"
Wells Fargo Foundation,Year Up,"30,000",2018,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"Support of community development education, and human services"
Wells Fargo Foundation,Year Up,"30,000",2018,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"Support of community development education, and human services"
Highland Street Foundation,Camp Harbor View Foundation Inc.,"29,400",2018,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Program support,Cash grants,For youth programming
"Miramar Charitable Foundation Miramar Fiduciary Corporation, Trustee",Above the Clouds Inc.,"29,280",2018,1 year,Not Specified,Human services,Children and youth; Multiracial people; Economically disadvantaged people; At-risk youth; People with disabilities; People with diseases and illnesses,Program support,Cash grants,Cadet flyers program & dream flyers program
"The Leavens Foundation, Inc.",Martha's Vineyard Museum Inc,"29,000",2018,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Program support,Cash grants,SUSTAINING
DeMatteo Family Foundation,St Benedict Elementary Inc,"28,898",2018,1 year,Not Specified,Elementary education,People of Latin American descent; Economically disadvantaged people,Program support,Cash grants,Sustain School and Education
"Philanthropy Massachusetts, Inc.",Sportsmen's Tennis & Enrichment Center,"28,760",2018,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,For operating and program support.
Charlottesville Area Community Foundation,Mothers Out Front Inc,"28,750",2018,1 year,Not Specified,Public affairs,Ethnic and racial groups,Technical assistance; Program support,Cash grants,Project plan
Morgan Stanley Global Impact Funding Trust Inc,SquashBusters Inc.,"28,500",2018,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general support
The Klarman Family Foundation,Boston Chinatown Neighborhood Center,"28,125",2018,1 year,Funder Collaborations and Bold Bets; Civic & Community,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,General support,Cash grants,"Unrestricted operating support, as a part of the Barr-Klarman Massachusetts Arts Initiative"
The Ireland Funds America,Rian Immigrant Center,"28,000",2018,1 year,Not Specified,Community and economic development,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Community Development
