Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Janey Fund Charitable Trust,Cooperative Artists Institute,"15,000",2015,1 year,Not Specified,Artist's services,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
The Janey Fund Charitable Trust,Notre Dame Education Center,"15,000",2015,1 year,Not Specified,Education services,Adolescent girls,General support,Cash grants,Unrestricted
The Janey Fund Charitable Trust,Upham's Corner Community Center,"15,000",2015,1 year,Not Specified,Bird preservation,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
The Jersey Foundation,The Food Project,"15,000",2015,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
The Klarman Family Foundation,Dudley Street Neighborhood Initiative,"15,000",2015,1 year,Not Specified,Health care access,Substance abusers,Program support,Cash grants,To expand access to critical services and enrichment opportunities in Greater Boston.
"The Liberty Mutual Foundation, Inc.",Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"15,000",2015,1 year,Not Specified,Christianity,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Operating Support
The Llewellyn Foundation,The Food Project,"15,000",2015,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Program service
The Llewellyn Foundation,Grub Street Inc.,"15,000",2015,1 year,Not Specified,Literature and writing,Low-income people,Program support,Cash grants,Program service
The Mabel A. Horne Fund,"Epiphany School, Inc.","15,000",2015,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General Operations of the Organization
The Mabel A. Horne Fund,Mujeres Unidas Avanzando,"15,000",2015,1 year,Education\Adult Education,Adult education,Women and girls; People of Latin American descent; Immigrants; Low-income people; Students,Program support,Cash grants,MUA's Hi-sET (formerly GED) program-5 levels of program instruction
The Martin Foundation,"Epiphany School, Inc.","15,000",2015,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Annual Fund
The Stoddard Charitable Trust,Worcester Youth Center,"15,000",2015,1 year,Not Specified,Youth development,Adolescents,Program support,Cash grants,Programming Support
The Stoddard Charitable Trust,WORCESTER INTERFAITH,"15,000",2015,1 year,Not Specified,Arts and culture,Ethnic and racial groups; Low-income people,Program support,Cash grants,Clemente Courses
"The Vervane Foundation, Inc.",Gardening the Community,"15,000",2015,1 year,Not Specified,Organic farming,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Charitable
Thomas G. Stemberg Charitable Foundation,Inner-City Scholarship Fund,"15,000",2015,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,General charitable purposes
"Tufts Associated Health Maintenance Organization, Inc.",Whittier Street Health Center,"15,000",2015,1 year,Not Specified,Public health,Men and boys,Network-building and collaboration,Cash grants,Roast Reunion & Men's Health Summit
Vanguard Charitable Endowment Program,Bottom Line,"15,000",2015,1 year,Education,Education,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support,Cash grants,For General operating expenses
Wells Fargo Foundation,Year Up,"15,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Wells Fargo Foundation,Year Up,"15,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Boston Chinatown Neighborhood Center,"15,000",2015,1 year,Social Services,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,Not Specified
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Sociedad Latina,"15,000",2015,1 year,Arts & Humanities,Humanities,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Presentations and productions,Cash grants,Not Specified
William E. Schrafft and Bertha E. Schrafft Charitable Trust,United South End Settlements,"15,000",2015,1 year,Arts & Humanities,Arts and culture,Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
Wright Family Foundation,"The B.E.L.L. Foundation, Inc.","15,000",2015,1 year,Not Specified,Elementary education,Children; Low-income people; Students,General support,Cash grants,Unrestricted
"Anna B. Stearns Charitable Foundation, Inc.",Sociedad Latina,"15,000",2015,1 year,Social Services,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Presentations and productions,Cash grants,Not Specified
"Anna B. Stearns Charitable Foundation, Inc.","Artists for Humanity, Inc.","15,000",2015,1 year,Social Services,Human services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
"Anna B. Stearns Charitable Foundation, Inc.",St Mary's Women and Children Center,"15,000",2015,1 year,Social Services,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,Program support,Cash grants,Not Specified
Astraea Foundation,BLACK AND PINK,"15,000",2015,1 month,Not Specified,LGBTQ rights,LGBTQ people; Ethnic and racial groups; Low-income people; Incarcerated people; Victims of crime and abuse,"Capacity-building and technical assistance; Network-building and collaboration; Policy, advocacy and systems reform; Advocacy; Grassroots organizing; Equal access; Program expansion",Cash grants,"Activities include monthly newspaper to provide an essential outlet for communication, storytelling, power building, and solidarity for incarcerated LGBTQ individuals; ongoing work on the “jobs not Jails” campaign to avert a 2 billion investment in prison expansion in MA, launching the first national survey of LGBTQ people inside prison about their experiences, struggles, and survival stories, and the development of four new chapters in other states."
"Bank of America Charitable Foundation, Inc.",UTEC,"15,000",2015,1 year,Not Specified,Youth development,Adolescent girls,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Whittier Street Health Center,"15,000",2015,1 year,Not Specified,Health care clinics,Low-income people,General support; Program support,Cash grants,Program/operating support
BOSTON BRUINS FOUNDATION,Camp Harbor View Foundation Inc.,"15,000",2015,1 year,Not Specified,Camps,Adolescents; Low-income people,Not Specified,Cash grants,Community support
Brown Rudnick Charitable Foundation Corporation,College Bound Dorchester,"15,000",2015,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,RELATIONSHIP GRANT
Cabot Family Charitable Trust,Friends of the Children - Boston,"15,000",2015,1 year,Not Specified,Adult and child mentoring,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Not Specified,Cash grants,Not Specified
Cabot Family Charitable Trust,Educational Development Group (edg),"15,000",2015,1 year,Not Specified,Basic and remedial instruction,Ethnic and racial groups; Immigrants; Low-income people; Students,Not Specified,Cash grants,Not Specified
"Clipper Ship Foundation, Inc.",Arlington Community Trabajando,"15,000",2015,1 year,Not Specified,Financial counseling,Low-income people,Not Specified,Cash grants,ACT Financial Opportunity Center
"Clowes Fund, Inc.",African Community Economic Development of NE,"15,000",2015,1 month,"Immigrants, Refugees, & Asylees",Youth organizing,Adolescents,Program support,Cash grants,For Expansion of ACEDONE After School and Youth Leadership Program
Community Foundation for Southeast Michigan,Unitarian Universalist Association,"15,000",2015,1 year,Not Specified,Human rights,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Financial sustainability,Cash grants,Life's Calling campaign
Dean Welfare Trust,Steppingstone Foundation,"15,000",2015,1 year,Not Specified,Law education,At-risk youth,General support,Cash grants,General operating purposes
Deborah M. Noonan Memorial Fund,BalletRox Inc.,"15,000",2015,1 month,Not Specified,Children's rights,Non-adult children,General support,Cash grants,General Operations of Balletrox
Deborah M. Noonan Memorial Fund,Young Peoples Project,"15,000",2015,1 month,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General operations of the organization
Deborah M. Noonan Memorial Fund,InnerCity Weightlifting,"15,000",2015,1 month,Not Specified,Community and economic development,Low-income people; At-risk youth,General support,Cash grants,General Operations of the Organization
Deborah M. Noonan Memorial Fund,MetroLacrosse,"15,000",2015,1 month,Not Specified,Sports,At-risk youth,Program support,Cash grants,Metrolacrosse Pursuit of Excellence
Deborah Munroe Noonan Memorial Fund,The City School,"15,000",2015,1 month,Youth Development,Youth organizing,Students,General support,Cash grants,General operations of the organization
E. Rhodes & Leona B. Carpenter Foundation,Chinese Christian Scholars Association in North America,"15,000",2015,1 year,Not Specified,Education services,People of Asian descent,Program support,Cash grants,Summer exchange and Learning program with china
Edward S. & Winifred G. Moseley Foundation,UTEC,"15,000",2015,1 year,Not Specified,Employment,Adolescent girls,Program support,Cash grants,Workforce development program
Edwin S. Webster Foundation,United South End Settlements,"15,000",2015,1 year,Not Specified,Camps,Ethnic and racial groups; Low-income people,General support,Cash grants,General operational support at camp hale
