Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Terra Foundation for American Art,Peabody Essex Museum,"75,000",2021,1 year,Not Specified,Art museums,American Indians,Capital and infrastructure; Exhibitions,Cash grants,To support a reinstallation of the Peabody Essex Museum's Native American and American Collections
Silicon Valley Community Foundation,Conservation International Foundation,"74,766",2021,1 year,Natural Resources Conservation & Protection,Environmental and resource rights,Indigenous peoples; Farmers,Program support,Cash grants,Not Specified
Lloyd G. Balfour Foundation,Literacy Center Inc.,"70,000",2021,2 months,Not Specified,Reading promotion,Economically disadvantaged people,General support,Cash grants,General Operations of the Organization
Lloyd G. Balfour Foundation,Boston Higher Education Resource Center,"70,000",2021,2 months,Not Specified,Higher education,Economically disadvantaged people,General support,Cash grants,General Operations of the Boston Higher Education Resource Center (HERC)
W. Clement & Jessie V. Stone Foundation,Center for Collaborative Education,"70,000",2021,1 month,Not Specified,Education services,Students; Teachers,"Policy, advocacy and systems reform",Cash grants,Advocacy Campaign to Support Student-centered Learning and Assessment in Massachusetts
"Richard E. & Nancy P. Marriott Foundation, Inc.",Year Up,"67,317",2021,1 month,Work Force Development,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,"Mission related operations ($50,000) and The Talent for Tomorrow Alliance ($20,000)"
"Health Resources in Action, Inc.",Black Boston COVID-19 Coalition,"66,667",2021,1 year,Not Specified,Disasters and emergency management,People of African descent; Economically disadvantaged people; Victims of disaster,Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Multicultural AIDS Coalition,"66,667",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",The Latino Health Ins Program Inc,"66,667",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Latinos Unidos en Massachusetts,"66,667",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Asian Women for Health,"65,200",2021,1 year,Not Specified,Disaster relief,Women; People of Asian descent; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Greater Lowell Community Foundation, Inc.",Cambodian Mutual Assist. Assoc. of Greater Lowell,"65,000",2021,1 month,Not Specified,Immigrant services,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Program support,Cash grants,DOHCD CMAA Emergency Response Project
"Greater Lowell Community Foundation, Inc.",Lowell Community Health Center,"65,000",2021,1 month,Not Specified,Health,Ethnic and racial groups,Equal access; Program support,Cash grants,Strengthening Health Equity: Lowell Community Health Center Patient Access Services
Silicon Valley Community Foundation,Teach Plus,"64,040",2021,1 year,Educational Services,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Not Specified,Cash grants,Not Specified
Foundation for MetroWest Inc.,Brazilian American Center (BRACE),"62,929",2021,1 year,2021 EOHED COVID-19 Relief Grant Program,Disaster relief,People of South American descent; Immigrants,Program support,Cash grants,"A total of $62,928.75 For rent and utilities for low income migrant families who may not qualify for other aid programs, including the stimulus check. COVID-19"
"Health Resources in Action, Inc.",Jahan Women and Youth Intercultural,"61,829",2021,1 year,Not Specified,Disaster relief,Children and youth; Women; People of Arab descent; Immigrants and migrants; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Chelsea Black Community,"61,829",2021,1 year,Not Specified,Disaster relief,People of African descent; Victims of disaster,Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Spanish American Center Inc,"61,829",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Black Springfield COVID-19 Coalition,"61,829",2021,1 year,Not Specified,Disasters and emergency management,People of African descent; Economically disadvantaged people; Victims of disaster,Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Sociedad Latina,"61,829",2021,1 year,Not Specified,Disaster relief,People of Latin American descent; Low-income people; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Southeast Asian Coalition of Central Massachusetts,"61,829",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.","Asian American Civic Association, Inc.","61,829",2021,1 year,Not Specified,Disaster relief,People of East Asian descent; Immigrants; Low-income people; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Building Audacity,"61,829",2021,1 year,Not Specified,Disaster relief,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Brockton Area Multi-Services,"60,859",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Blue Cross Blue Shield of Massachusetts Foundation, Inc.",Massachusetts League of Community Health Centers,"60,000",2021,1 year,Not Specified,Health care access,Ethnic and racial groups; Social and economic status,Public engagement and education; Network-building and collaboration; Equal access,Cash grants,"Strengthening the Voice for Access provides core operating support to Massachusetts organizations to strengthen community-based policy activities, increase citizen participation in public policy development, and promote collaboration among statewide policy and advocacy organizations on two key priorities for vulnerable populations: ensuring health care coverage and addressing health care affordability"
Charles Hayden Foundation,Massachusetts Institute of Technology,"60,000",2021,1 year,Not Specified,STEM education,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support; Curriculum development,Cash grants,"For the Office of Engineering Outreach Programs' SEED Academy and MIT Online Science, Technology, and Engineering Community (MOSTEC) programs"
