Funder Name,City,State,Country,* Value of Grants,Number of Grants,Details
"Tedy'S Team, Inc.",Plainville,MA,United States,"$65,000",1,
The Lee and Juliet Folger Fund,Mclean,VA,United States,"$65,000",3,
The Altamira Foundation,Westwood,MA,United States,"$65,000",2,
"Tedy'S Team, Inc.",Plainville,MA,United States,"$65,000",1,
Charles H. Hall Foundation,Glastonbury,CT,United States,"$64,960",13,
Jenjo Foundation,New York City,NY,United States,"$64,000",6,
Johnson Foundation of the Rockies,Wilmington,DE,United States,"$64,000",1,
Grant and Lara Gund Foundation,Concord,MA,United States,"$63,500",7,
The Roger M. & Michelle S. Marino Charitable Foundation,Naples,FL,United States,"$63,300",13,
The Capital Group Companies Charitable Foundation,Irvine,CA,United States,"$62,850",14,
"The Vervane Foundation, Inc.",Cos Cob,CT,United States,"$62,500",6,
"Marrus Family Foundation, Inc.",New York City,NY,United States,"$62,500",3,
"New England Grassroots Environmental Fund, Inc.",Montpelier,VT,United States,"$62,200",9,
Gbl Charitable Foundation,Westwood,MA,United States,"$62,000",14,
The Howell Family Charitable Foundation,Boston,MA,United States,"$62,000",14,
Killian Family Foundation,Boston,MA,United States,"$61,500",4,
Young-Rourke Charitable Foundation Trust,Belmont,MA,United States,"$61,000",8,
The Alix Foundation,Birmingham,MI,United States,"$61,000",6,
Marian F. and Horace Y. Rogers Charitable Trust,Florham Park,NJ,United States,"$60,500",11,
The Grossman Family Charitable Foundation,Boston,MA,United States,"$60,500",10,
"Webster Five Foundation, Inc.",Auburn,MA,United States,"$60,000",29,
Hallene Family Foundation Inc.,Moline,IL,United States,"$60,000",7,
Francis P. Hindelong Memorial Trust,Chicago,IL,United States,"$60,000",6,
Massachusetts Foundation for the Humanities & Public Policy,Northampton,MA,United States,"$60,000",6,
"The Haslam Family Foundation, Inc.",Knoxville,TN,United States,"$60,000",6,
Webber Family Foundation Inc.,Naples,FL,United States,"$60,000",6,
"Edvisors Foundation, Inc.",Hingham,MA,United States,"$60,000",5,
The Bassick Family Foundation,Paxton,MA,United States,"$60,000",5,
"The Furtherance Fund, Inc.",New York City,NY,United States,"$60,000",5,
The Fund for Greater Hartford,Hartford,CT,United States,"$60,000",4,
"The Stein Family Foundation, Inc.",East Falmouth,MA,United States,"$60,000",4,
"Greater Boston Legal Services, Inc.",Boston,MA,United States,"$60,000",3,
Norbert H. Hardner Foundation,Austin,TX,United States,"$60,000",3,
Reitman Foundation,Lebanon,NJ,United States,"$60,000",3,
Genentech Foundation,South San Francisco,CA,United States,"$60,000",2,
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",Oakland,CA,United States,"$60,000",2,
Mysun Charitable Foundation,Clayton,MO,United States,"$60,000",2,
Reproductive Health Access Project,New York City,NY,United States,"$60,000",2,
"Rita Allen Foundation, Inc.",Princeton,NJ,United States,"$60,000",2,
Ruth & Ted Bauer Family Foundation,Houston,TX,United States,"$60,000",2,
The Arnold Garrison Foundation,Boston,MA,United States,"$60,000",2,
The Dla Piper Foundation,Baltimore,MD,United States,"$60,000",2,
Rex L. Allison Educational Foundation Inc.,Scottsdale,AZ,United States,"$60,000",1,
The Holland Foundation,Omaha,NE,United States,"$60,000",1,
The Neubauer Family Foundation,Philadelphia,PA,United States,"$59,536",2,
Merrill Family Charitable Foundation Inc.,Boston,MA,United States,"$59,500",11,
Fifth Third Bank Chicagoland Foundation,Rosemont,IL,United States,"$59,341",4,
The Ups Foundation,Atlanta,GA,United States,"$59,000",5,
Boston Arts Summer Institute,Needham,MA,United States,"$59,000",1,
"Nuance Foundation, Inc.",Burlington,MA,United States,"$58,532",8,
California Health Care Foundation,Oakland,CA,United States,"$58,500",1,
The Mr. and Mrs. P. Leo Corcoran Foundation,Braintree,MA,United States,"$58,250",7,
"Consigli Construstuction Foundation, Inc.",Milford,MA,United States,"$58,000",9,
Justin & Genevieve Wyner Trust,Dedham,MA,United States,"$57,834",29,
Pharmaceutical Research and Manufacturers of America,Washington,DC,United States,"$57,500",7,
The Martin & Barbara Zweig Foundation Inc.,New York City,NY,United States,"$57,500",6,
Berger Family Foundation,Boston,MA,United States,"$57,300",8,
New American Horizons Foundation,Newtonville,MA,United States,"$57,156",1,
The Wallace Family Foundation,Key Largo,FL,United States,"$57,125",2,
"The Monteforte Foundation, Inc.",Garwood,NJ,United States,"$57,000",1,
David V. N. Taylor Foundation,Wilmington,DE,United States,"$56,500",13,
Michael and Jean Greenough Family Foundation,Irving,TX,United States,"$56,000",4,
Borealis Philanthropy,Minneapolis,MN,United States,"$56,000",2,
The Karen Milanese Wing Family Charitable Foundation,Boston,MA,United States,"$56,000",1,
The Michael T. Sherman Foundation,Boston,MA,United States,"$55,700",12,
"Central New York Community Foundation, Inc.",Syracuse,NY,United States,"$55,600",11,
Medtronic Communities Foundation,Minneapolis,MN,United States,"$55,400",5,
Arthur Musgrave Charitable Trust,Providence,RI,United States,"$55,338",6,
Walking Stick Family Fund,Cambridge,MA,United States,"$55,250",11,
Rockinghorse Trail Foundation,Boston,MA,United States,"$55,050",9,
Ronald G. Casty Family Foundation,Newton Center,MA,United States,"$55,000",13,
The Sandman Family Foundation,Wellesley,MA,United States,"$55,000",7,
Blair Family Foundation,Boston,MA,United States,"$55,000",6,
Safety Insurance Charitable Foundation Inc.,Boston,MA,United States,"$55,000",6,
Reliant Foundation,Worcester,MA,United States,"$55,000",5,
B. & E. Collins Foundation,Lakewood,CO,United States,"$55,000",4,
Thomas G. Stemberg Charitable Foundation,Boston,MA,United States,"$55,000",4,
"George P. Bishop Foundation, Inc.",Newburyport,MA,United States,"$55,000",3,
The Cleary Family Foundation,New York City,NY,United States,"$55,000",3,
The Progin Foundation,Boston,MA,United States,"$55,000",3,
Community Foundation for A Greater Richmond,Richmond,VA,United States,"$55,000",2,
"Marshall B. Coyne Foundation, Inc.",Washington,DC,United States,"$55,000",2,
Quest Foundation,Danville,CA,United States,"$55,000",2,
"The Mind Trust, Inc.",Indianapolis,IN,United States,"$55,000",2,
Paperseed Foundation Inc,Novato,CA,United States,"$55,000",1,
Stewart Foundation,Chicago,IL,United States,"$55,000",1,
Charles A. King Trust,Providence,RI,United States,"$54,896",1,
National Education Association,Washington,DC,United States,"$54,625",1,
Pamelia E. Sayward Trust,Pittsburgh,PA,United States,"$54,000",2,
Philip & Betsey C. Caldwell Foundation,New Canaan,CT,United States,"$54,000",2,
The Vanderbilt Family Foundation,New York City,NY,United States,"$54,000",2,
Keefe Family Foundation,Greenwich,CT,United States,"$54,000",1,
Zane A. Thompson Charitable Trust,Boston,MA,United States,"$53,877",7,
Three Squares New England,Dedham,MA,United States,"$53,768",4,
Sholley Foundation,New York City,NY,United States,"$53,500",16,
Ida S. Barter Trust,Providence,RI,United States,"$53,500",5,
Tomorrow Foundation,New York City,NY,United States,"$53,500",3,
"Ms. Foundation for Women, Inc.",Brooklyn,NY,United States,"$53,416",4,
Luminous Web Foundation,Santa Fe,NM,United States,"$53,000",6,
Helen and William Mazer Foundation,Berkeley Heights,NJ,United States,"$52,925",11,
Matthew J. & Gilda F. Strazzula Foundation,Boxford,MA,United States,"$52,500",26,
"The Ludwig Family Foundation, Inc.",Washington,DC,United States,"$52,500",2,
Inversant,Boston,MA,United States,"$52,197",2,
M&T Charitable Foundation,Buffalo,NY,United States,"$52,020",10,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Robert and Dale Rosen Charitable Foundation,Old Greenwich,CT,United States,"$50,460",8,
Sherbrooke Family Charitable Trust,Cohasset,MA,United States,"$50,200",22,
Hoban Family Charitable Foundation,Chicago,IL,United States,"$50,000",5,
The Dana Foundation,New York City,NY,United States,"$50,000",4,
The Ruettgers Family Charit Foundation C/O Martina Frangis Atlantic Trust,Boston,MA,United States,"$50,000",4,
Wright Family Foundation,Cockeysville,MD,United States,"$50,000",4,
The Johnson Family Foundation,New York City,NY,United States,"$50,000",3,
Aids Healthcare Foundation,Los Angeles,CA,United States,"$50,000",2,
"Connolly Family Foundation, Inc.",Wilmington,DE,United States,"$50,000",2,
Frank M. Tait Foundation,Dayton,OH,United States,"$50,000",2,
George Frederick Jewett Foundation East,Saint Paul,MN,United States,"$50,000",2,
James R. and Anita Horne Jenkins Family Foundation,Midland,MI,United States,"$50,000",2,
Jeremy Lin Foundation,Palo Alto,CA,United States,"$50,000",2,
Mkm Foundation,Wilmington,DE,United States,"$50,000",2,
R. S. Evans Foundation,Garden City,NY,United States,"$50,000",2,
Telemachus A. and Irene Demoulas Foundation,Chelmsford,MA,United States,"$50,000",2,
The Falcon Fund Foundation,Garden City,NY,United States,"$50,000",2,
The Gordon and Marjorie Osborne Foundation,Boston,MA,United States,"$50,000",2,
"The Imlay Foundation, Inc.",Atlanta,GA,United States,"$50,000",2,
"The John A. Hartford Foundation, Inc.",New York City,NY,United States,"$50,000",2,
United Way of Central Carolinas Inc,Charlotte,NC,United States,"$50,000",2,
Walter R. & Helen P. Hennessey Charitable Foundation,North Attleboro,MA,United States,"$50,000",2,
America Votes,Washington,DC,United States,"$50,000",1,
Andersen Corporate Foundation,Bayport,MN,United States,"$50,000",1,
Apple Pickers Foundation,Wilmington,DE,United States,"$50,000",1,
Arakawa Foundation,Medina,WA,United States,"$50,000",1,
Arastradero Foundation,Andover,MA,United States,"$50,000",1,
"Austin Community Foundation, Inc.",Austin,TX,United States,"$50,000",1,
Burns & Mcdonnell Foundation,Kansas City,MO,United States,"$50,000",1,
Caplan Foundation for Early Childhood,Lancaster,PA,United States,"$50,000",1,
Coleman Foundation,Chicago,IL,United States,"$50,000",1,
Credit Suisse Americas Foundation,New York City,NY,United States,"$50,000",1,
"David, Helen, and Marian Woodward Fund",Las Vegas,NV,United States,"$50,000",1,
Egg Foundation,San Francisco,CA,United States,"$50,000",1,
Eugene and Agnes E. Meyer Foundation,Washington,DC,United States,"$50,000",1,
Gardinor-Prunaret Foundation,Plymouth,MA,United States,"$50,000",1,
Gleason Family Foundation,San Rafael,CA,United States,"$50,000",1,
Interact for Health,Cincinnati,OH,United States,"$50,000",1,
John and Amy Phelan Family Foundation,West Palm Beach,FL,United States,"$50,000",1,
John W. Mooty Foundation Trust,Edina,MN,United States,"$50,000",1,
Lincoln Land Conservation Trust,Lincoln,MA,United States,"$50,000",1,
Lofberg Family Foundation,Boston,MA,United States,"$50,000",1,
Marnick Foundation,Cincinnati,OH,United States,"$50,000",1,
Mary Alice Arakelian Foundation,Newburyport,MA,United States,"$50,000",1,
Massachusetts Maternity & Foundling Hospital Corporation,Brookline,MA,United States,"$50,000",1,
Menorah Park Housing,San Francisco,CA,United States,"$50,000",1,
Natem Foundation Inc.,Houston,TX,United States,"$50,000",1,
Princeton Area Community Foundation Inc.,Lawrenceville,NJ,United States,"$50,000",1,
Raise Your Hand for Texas Education Fund,San Antonio,TX,United States,"$50,000",1,
Rattner Family Foundation Inc.,New York City,NY,United States,"$50,000",1,
Robert and Dana Smith Family Foundation,Newton,MA,United States,"$50,000",1,
Rsm Us Foundation,Davenport,IA,United States,"$50,000",1,
Society of the Cincinnati in Thestate of Connecticut,Madison,CT,United States,"$50,000",1,
Sunshine Lady Foundation,Morehead City,NC,United States,"$50,000",1,
The Bodman Foundation,New York City,NY,United States,"$50,000",1,
"The Brook J. Lenfest Foundation, Inc.",West Conshohocken,PA,United States,"$50,000",1,
The Coydog Foundation,Charleston,SC,United States,"$50,000",1,
The Deshpande Foundation,Boston,MA,United States,"$50,000",1,
"The Dickinson Foundation, Inc.",Coral Gables,FL,United States,"$50,000",1,
The Funders Network,Coral Gables,FL,United States,"$50,000",1,
The Garfield Foundation,Marion,MA,United States,"$50,000",1,
The James Irvine Foundation,San Francisco,CA,United States,"$50,000",1,
The Leon Levine Foundation,Charlotte,NC,United States,"$50,000",1,
The Leonetti/O'Connell Family Foundation,Los Angeles,CA,United States,"$50,000",1,
The Pritzker Pucker Family Foundation,Chicago,IL,United States,"$50,000",1,
"The Rfp Fund, Inc.",Atlanta,GA,United States,"$50,000",1,
The Ridgefield Foundation,Ridgefield,CT,United States,"$50,000",1,
The Russell Berrie Foundation,Teaneck,NJ,United States,"$50,000",1,
The Sid W Richardson Foundation,Fort Worth,TX,United States,"$50,000",1,
The Stephen and Sandy Rosenthal Family Foundation,New Orleans,LA,United States,"$50,000",1,
The Timothy J. Rooney Foundation,Palm Beach,FL,United States,"$50,000",1,
Tides Advocacy,San Francisco,CA,United States,"$50,000",1,
Trust in Diversity,Wilmington,DE,United States,"$50,000",1,
United Way of the National Capital Area,Vienna,VA,United States,"$50,000",1,
Links Foundation Inc,Washington,DC,United States,"$49,975",1,
The Strandberg Family Foundation,Avon,CO,United States,"$49,878",2,
Rodman Ford Sales Inc. Charitable Trust,Foxborough,MA,United States,"$49,795",27,
"Community Foundation of Tampa Bay, Inc.",Tampa,FL,United States,"$49,764",5,
The Carney Family Charitable Foundation (Formerly the Patrick Carney Foundation),Bridgewater,MA,United States,"$49,750",13,
Donato J. Tramuto Foundation,Ogunquit,ME,United States,"$49,500",2,
"Anca Eastern Region Endowment Fund, Inc.",Watertown,MA,United States,"$49,500",1,
Catherine & Paul Buttenwieser Foundation,New York City,NY,United States,"$49,000",9,
"Emily Hall Tremaine Foundation, Inc.",New Haven,CT,United States,"$49,000",8,
Joyful Blessings Foundation,The Villages,FL,United States,"$49,000",4,
Union Memorial Hospital,Baltimore,MD,United States,"$48,724",1,
The Shifting Foundation,Salt Lake City,UT,United States,"$48,500",6,
"The Cahnman Foundation, Inc.",New York City,NY,United States,"$48,250",3,
Mental Insight Foundation,Sonoma,CA,United States,"$48,064",3,
Oristaglio Family Foundation,Boston,MA,United States,"$47,876",17,
The Jason Hayes Foundation,Reading,MA,United States,"$47,850",16,
The Susan A. & Donald P. Babson Charitable Foundation,Boston,MA,United States,"$47,812",24,
Learning By Giving Foundation Inc.,Boston,MA,United States,"$47,789",6,
Mccarthy Family Foundation,Providence,RI,United States,"$47,500",7,
The Sooner Foundation,Stamford,CT,United States,"$47,500",7,
Bert and Betty Greene Memorial Fund,Jamaica Plain,MA,United States,"$47,500",5,
Mary W. Harriman Foundation,New York City,NY,United States,"$47,500",5,
The William Ellis Robinson Foundation,New York City,NY,United States,"$47,500",3,
The Janet Malser Humanities Trust,Webster,MA,United States,"$47,215",6,
The Dennis Family Foundation,Boston,MA,United States,"$47,000",8,
Landau Family Foundation,Chicago,IL,United States,"$47,000",5,
Robert i Lappin Charitable Foundation,Salem,MA,United States,"$46,500",3,
Synchrony Foundation,Stamford,CT,United States,"$46,254",5,
The James Family Charitable Foundation,Charlottesville,VA,United States,"$46,250",3,
Deborah A. Hawkins Charitable Trust,Boston,MA,United States,"$46,000",4,
Peter A. and Deborah L. Weinberg Family Foundation,Saratoga Springs,NY,United States,"$46,000",4,
"Diamondston Foundation, Inc.",Westfield,NJ,United States,"$45,900",10,
The Richard Foundation,York Harbor,ME,United States,"$45,750",7,
Cape Cod Five Cents Savings Bank Charitable Trust,Orleans,MA,United States,"$45,583",13,
Blanche M. Walsh Charity Trust,Lowell,MA,United States,"$45,500",13,
Newcastle Foundation Trust,New York City,NY,United States,"$45,500",9,
Seymour and Sylvia Rothchild Family 2004 Charitable Foundation,Wilmington,DE,United States,"$45,500",9,
The Parsekian Foundation Inc.,South Boston,MA,United States,"$45,300",3,
Walker Foundation,Edmonds,WA,United States,"$45,200",2,
Hoche-Scofield Foundation,Providence,RI,United States,"$45,000",7,
Svrluga Foundation,Spokane Valley,WA,United States,"$45,000",6,
