Funder Name,Funder EIN,Funder Financial Date,Funder Financial Assets,Funder Financial Expenditures,Funder Financial Total Giving,Funder Financial Grant Amount,Funder Telephone,Funder Email,Funder Website,Funder Address
Threshold Foundation,133028214,2019,"$5,028,550 ","$3,113,899 ","$2,146,145 ","$1,717,965 ",9142573598, threshold@tides.org,http://www.thresholdfoundation.org,"PO Box 29903
San Francisco, CA, United States 94129-0903"
Mmollie B Foley Charitable Trust,226573797,2019,"$2,728,895 ","$199,649 ","$181,100 ",N/A,3026511035,N/A,N/A,"1100 N. Market Street De3-C070
Wilmington, DE, United States 19890-0900"
Elder Services of the Merrimack Valley Inc,42545136,2020,"$36,540,350 ","$97,515,145 ","$442,829 ","$442,829 ",9786837747, ro@esmv.org,http://www.esmv.org,"280 Merrimack Street Suite 400
Lawrence, MA, United States 01843"
"Aetna Foundation, Inc.",237241940,2019,"$34,629,776 ","$15,474,549 ","$13,394,285 ",N/A,8602736382, aetnafoundation@aetna.com,http://www.aetna.com/foundation,"151 Farmington Ave., RE2R
Hartford, CT, United States 06156-3180"
"Unitarian Universalist Service Committee, Inc.",46186012,2020,"$30,153,124 ","$8,718,862 ","$1,174,127 ","$615,887 ",6178686600, info@uusc.org,http://www.uusc.org,"689 Massachusetts Ave
Cambridge, MA, United States 021393302"
Charlesview Inc,237099102,2019,"$68,872,293 ","$694,573 ","$182,000 ","$182,000 ",7817941000,N/A,http://charlesviewcommunity.org,"123 Antwerp Street
Brighton, MA, United States 02135"
The Dinovi Family Foundation,200011660,2019,"$5,696,628 ","$1,185,435 ","$1,175,408 ",N/A,N/A,N/A,N/A,"3 Ravine Road
Wellesley, MA, United States 02481"
AIDS United,521706646,2019,"$12,135,072 ","$21,683,803 ","$14,159,800 ","$14,159,800 ",2024084848, mkaplan@aidsunited.org,http://www.aidsunited.org/,"1101 14th Street NW, Suite 300
Washington, DC, United States 20005"
Rosalyn and Richard Slifka Charitable Trust,46560021,2019,"$238,765 ","$2,583,200 ","$2,570,200 ",N/A,6178948800,N/A,N/A,"800 South Street Po Box 9161
Waltham, MA, United States 024539161"
One World Fund,46485766,2019,"$18,909,310 ","$1,139,837 ","$645,500 ",N/A,9784744201,N/A,N/A,"38 Essex Street
Andover, MA, United States 01810"
The O'Shea Family Foundation,133926380,2019,"$50,402,057 ","$2,822,300 ","$2,755,201 ",N/A,2124400800,N/A,N/A,"677 Charnwood Drive
Wyckoff, NJ, United States 07481"
Cedar Street Charitable Foundation Inc,264530730,2019,"$42,694,141 ","$9,833,731 ","$9,571,485 ","$9,571,485 ",8479213126,N/A,N/A,"333 N Plankinton Avenue No 216
Milwaukee, WI, United States 53203"
Marguerite Casey Foundation,912062197,2019,"$813,494,209 ","$43,368,841 ","$34,053,056 ",N/A,(206) 691-3134, info@caseygrants.org,http://www.caseygrants.org,"1425 4th Avenue, Suite 900
Seattle, WA, United States 98101"
Move the World Foundation,611669460,2019,"$5,316,367 ","$294,563 ","$234,750 ",N/A,6176806311,N/A,http://movetheworldfoundation.org,"P O BOX 756
Winchester, MA, United States 018903241"
The Bradburd Family Foundation,237978514,2019,"$55,427 ","$86,550 ","$86,550 ",N/A,2674645022, Bradburd@msn.com,N/A,"1922 Foulkeways
Gwynedd, PA, United States 19436-1008"
The CHT Foundation,206164250,2019,"$1,798,028 ","$116,296 ","$81,500 ",N/A,6172277940,N/A,https://hembar.com/client_services/c...,"Hemenway & Barnes LLP
Boston, MA, United States 2109"
Robert Lloyd Corkin Charitable Foundation,56022654,2019,"$31,821,068 ","$1,809,411 ","$1,462,535 ",N/A,5084814000,N/A,N/A,"Co the Entwistle Co-6 Bigelow St
Hudson, MA, United States 01749"
Managers of Boston Port And,42104688,2019,"$19,913,909 ","$1,138,683 ","$110,000 ",N/A,9787450066,N/A,http://www.marinershouse.org,"27 Congress street Suite 205-18
Salem, MA, United States 01970"
Hampshire Community Unite,42104792,2020,"$1,510,843 ","$1,114,601 ","$585,154 ","$585,154 ",4135843962, jayres@unitedwayhampshirecounty.org,http://www.uwhampshire.org,"P.O. Box 123
Northampton, MA, United States 01061"
"The Giving Back Fund, Inc.",43367888,2019,"$9,301,908 ","$11,096,335 ","$5,203,604 ","$5,032,484 ",3106495222, info@givingback.org,https://www.givingback.org,"P.O. Box 10389
Beverly Hills, CA, United States 90213"
Davis Family Charitable Trust,527038634,2019,"$1,851,069 ","$119,149 ","$115,210 ",N/A,8667522127,N/A,N/A,"135 S Lasalle St Il4-135-14-19
Chicago, IL, United States 60603"
Rosse Family Charitable Foundation Inc.,42659411,2019,"$11,037,471 ","$618,095 ","$503,137 ",N/A,5082705270,N/A,N/A,"10 Speen St, Ste 4
Framingham, MA, United States 01701"
The Goldberg Family Foundation,46039556,2020,"$27,410,596 ","$1,227,312 ","$1,078,370 ",N/A,6172485266,N/A,N/A,"Co Klr 99 Summer Street No 520
Boston, MA, United States 02110"
Greater Boston Chamber of Commerce,822022617,2019,"$8,404,761 ","$8,073,470 ","$111,748 ","$111,748 ",6172274500,N/A,bostonchamber.com,"265 Franklin Street
Boston, MA, United States 02110"
The Tiny Tiger Foundation,363521718,2019,"$6,413,946 ","$399,743 ","$351,550 ",N/A,3124643112,N/A,N/A,"321 N. CLARK STREET
Chicago, IL, United States 60654"
Water Cove Charitable Foundation,46905190,2020,"$12,233,568 ","$1,170,623 ","$1,133,000 ",N/A,5186405000,N/A,N/A,"C/O Ayco Co Lp-Ntg Po Box 15014
Albany, NY, United States 122125014"
Limestone Foundation,477017224,2019,"$54,743,889 ","$3,608,739 ","$2,600,500 ",N/A,6174821776,N/A,N/A,"400 ATLANTIC AVE
Boston, MA, United States 02110-3331"
Rhonda S Zinner Foundation,387120130,2018,"$2,674,681 ","$157,742 ","$140,000 ",N/A,7812356107,N/A,N/A,"1 WASHINGTON ST STE 201
Wellesley, MA, United States 02481-1706"
Arts Midwest,411000424,2020,"$10,884,327 ","$7,578,984 ","$3,700,762 ","$3,700,762 ",6123410755, general@artsmidwest.org,http://www.artsmidwest.org,"2908 Hennepin Avenue South, Suite 200
Minneapolis, MN, United States 55408"
Izumi Foundation,43439149,2020,"$73,391,812 ","$3,014,865 ","$2,255,265 ","$2,255,265 ",6172922333, info@izumi.org,http://izumi.org,"1 Financial Ctr., 28th Fl.
Boston, MA, United States 02111-2621"
"Pfizer Patient Assistance Foundation, Inc.",261437283,2018,"$26,491,249 ","$1,134,410,589 ","$1,117,994,096 ",N/A,2127332323,N/A,http://www.pfizerhelpfulanswers.com/...,"235 E. 42nd St.
New York City, NY, United States 10017-5703"
Pechet Foundation,46059253,2019,"$5,494,722 ","$338,368 ","$300,000 ",N/A,5087852399,N/A,N/A,"Po Box 174
Dover, MA, United States 02030"
"Cape Cod Foundation, Inc.",510140462,2020,"$67,942,551 ","$6,819,491 ","$5,522,122 ","$5,183,553 ",5087903040, info@capecodfoundation.org,http://www.capecodfoundation.org,"261 White's Path
South Yarmouth, MA, United States 2664"
Patagoniaorg,142004175,2020,"$5,594,067 ","$29,397,002 ","$28,619,329 ",N/A,8056674518, grants@patagonia.com,https://www.patagonia.com/environmen...,"Po Box 24950
Los Angeles, CA, United States 900240950"
Brabson Library & Educational Foundation,593021777,2020,"$7,719,520 ","$436,688 ","$325,433 ",N/A,5058566916, gatekeeper@brabsonfamilyfoundation.org,N/A,"C/O J Brabson 169 Bighorn Ridge Ne
Albuquerque, NM, United States 87122"
Green Leaf Foundation,43536671,2018,"$1,633,622 ","$155,065 ","$144,500 ",N/A,(617) 523-6531,N/A,N/A,"230 Congress St., 12th Fl.
Boston, MA, United States 02110-2409"
Charles H. Hood Foundation,43507847,2017,"$66,619,146 ","$3,032,675 ","$2,492,665 ",N/A,N/A, glockwood@hria.org,http://tmfgrants.org/hood,"2 Boylston Street 4th Floor
Boston, MA, United States 02116"
The Richard A. & Helene M. Monaghan Family Foundation,46907347,2019,"$2,606,534 ","$354,342 ","$336,800 ",N/A,5186405000,N/A,N/A,"c/o Ayco Company LP PO Box 15201
Albany, NY, United States 122125201"
"Richard E. & Nancy P. Marriott Foundation, Inc.",521953832,2019,"$85,506,771 ","$3,739,662 ","$3,133,810 ",N/A,3013801425, nancie.suzuki@hosthotels.com,N/A,"10400 Fernwood Road Dept 901
Bethesda, MD, United States 20817"
Joseph and Rae Gann Charitable Foundation,656043241,2019,"$49,816,184 ","$2,331,932 ","$2,321,857 ",N/A,N/A,N/A,N/A,"10185 Collins Avenue
Bal Harbour, FL, United States 33154"
Peck Stacpoole Foundation,133966373,2019,"$2,806,548 ","$375,105 ","$311,060 ",N/A,2128669680,N/A,N/A,"392 Central Park West No 5R
New York City, NY, United States 100255810"
Ebling Family Foundation,463427189,2018,"$3,560,168 ","$344,016 ","$313,750 ",N/A,6179692648,N/A,N/A,"516 Tremont St., Ste. 3
Boston, MA, United States 02116"
Mildred H. McEvoy Foundation,46069958,2019,"$35,334,898 ","$2,249,336 ","$1,863,000 ",N/A,5084598000,N/A,N/A,"370 Main Street 12th Floor
Worcester, MA, United States 01608"
The Morningside Foundation,43339572,2019,"$53,792,708 ","$79,441,358 ","$77,939,711 ",N/A,6172442800,N/A,N/A,"1188 Centre St.
Newton Centre, MA, United States 02459-1556"
The Josetta Fund,43340006,2018,"$42,855,214 ","$3,814,806 ","$3,219,903 ",N/A,6173453898,N/A,N/A,"125 Summer St.
Boston, MA, United States 02110-1634"
The Diller-von Furstenberg Family Foundation,954081892,2019,"$54,274,147 ","$8,364,802 ","$7,584,868 ",N/A,2123147225,N/A,N/A,"555 W 18th St 5th Fl Co Arrow Inv
New York City, NY, United States 10011"
Bennett Family Foundation,306016982,2019,"$5,528,865 ","$357,361 ","$298,000 ",N/A,6109417700, trustees@bennettfoundation.org,N/A,"161 Washington Street No 1500
Conshohocken, PA, United States 19428"
Mission Hill/Fenway Neighborhood Trust Inc.,43498622,2020,"$2,789,035 ","$139,074 ","$107,685 ",N/A,6174290480,N/A,http://www.missionhillfenwaynt.org,"Co Lauren Dewey Platt 41 Park Dr
Boston, MA, United States 02215"
ExpandED Schools,134004600,2020,"$12,628,285 ","$11,502,514 ","$4,493,129 ","$4,493,129 ",6469438700, lfriedman@expandedschools.org,https://www.expandedschools.org/,"11 W. 42nd St., 3rd Fl.
New York City, NY, United States 10036-8002"
Temple University College of Education,231365971,2020,"$3,627,877,000 ","$1,475,281,000 ","$213,653,000 ","$11,583,000 ",2152047366, educate@temple.edu,http://www.temple.edu/research,"1805 North Broad Wachman Hall 1108
Philadelphia, PA, United States 191226094"
Bright Funds Foundation,462109112,2019,"$16,383,053 ","$36,972,742 ","$35,227,139 ","$30,544,180 ",4158514400,N/A,http://www.brightfundsfoundation.org,"1610 Harrison Street Suite C
Oakland, CA, United States 94612"
"First Literacy, Inc.",42997446,2020,"$1,342,823 ","$540,497 ","$65,800 ","$40,500 ",6174823336, skramer@firstliteracy.org,http://www.firstliteracy.org,"160 Boylston Street
Boston, MA, United States 2116"
Boston Women's Fund,222475551,2020,"$1,975,928 ","$604,649 ","$145,000 ","$145,000 ",6177250035, josefina@bostonwomensfund.org,http://bostonwomensfund.org,"2 Oliver Street Suite 600
Boston, MA, United States 02109"
Roberta M. Childs Charitable Foundation,42660275,2017,"$9,600,931 ","$321,439 ","$311,288 ",N/A,(617) 589-3286,N/A,N/A,"3 Village Green Pmb C5
Plymouth, MA, United States 02360"
Kane Wallace Foundation,43466900,2019,"$41,260,149 ","$2,049,285 ","$1,926,636 ",N/A,6173483733,N/A,N/A,"1437-2 Monument Street
Concord, MA, United States 01742-5309"
"Frankel Family Foundation, Inc.",203326897,2019,"$3,393,062 ","$1,220,263 ","$1,109,356 ",N/A,9735759200,N/A,N/A,"Co Keith Frankel-8 Henderson Drive
West Caldwell, NJ, United States 07006"
"IF Hummingbird Foundation, Inc.",61314468,2020,"$4,761,094 ","$921,236 ","$269,246 ",N/A,5086453541,N/A,N/A,"19 Point Inner Way
Chilmark, MA, United States 02535"
United Way of King County,910565555,2020,"$79,452,151 ","$66,200,456 ","$46,855,851 ","$46,855,851 ",(206) 461-3700, gwelsh@uwkc.org,http://www.uwkc.org,"720 Second Avenue
Seattle, WA, United States 98104"
The Matthew & Tracy Smith Foundation,276974020,2018,"$3,316,564 ","$248,136 ","$228,086 ",N/A,2128403456,N/A,N/A,"1375 Broadway
New York City, NY, United States 10018"
The American Hotel And Lodging Educational Foundation,136095316,2019,"$34,736,281 ","$3,613,084 ","$1,908,036 ","$531,770 ",2022893100, foundation@ahlef.org,http://www.ahlef.org,"1250 Eye St NW 1100
Washington, DC, United States 200053931"
Passport Foundation,261580196,2019,"$56,923,169 ","$3,573,010 ","$2,164,403 ",N/A,8008391754,N/A,N/A,"501 SILVERSIDE RD
Wilmington, DE, United States 19809-1377"
Kershaw Foundation Charitable Trust,46744975,2018,"$14,938 ","$117,543 ","$116,487 ",N/A,(617) 227-9600,N/A,N/A,"84 BEACON STREET
Boston, MA, United States 02108"
Amica Companies Foundation,50493445,2019,"$45,025,340 ","$3,374,083 ","$2,601,080 ",N/A,8006526422, AmicaCoFoundations@AMICA.com,http://www.amica.com/en/about-us/in-...,"100 Amica Way
Lincoln, RI, United States 02865-1156"
National Endowment for Democracy,521344831,2019,"$143,341,427 ","$196,835,030 ","$164,008,459 ","$83,234,726 ",2023789700, info@ned.org,http://www.ned.org,"1025 F Street, Nw
Washington, DC, United States 20004"
Travelers Foundation,411924256,2019,"$881,534 ","$6,976,694 ","$6,976,694 ",N/A,6513107911, mibsen@travelers.com,http://www.travelers.com/corporate-i...,"385 Washington St
Saint Paul, MN, United States 55102-1396"
"Sarracenia Foundation, Inc.",721255312,2020,"$3,327,841 ","$135,100 ","$126,500 ",N/A,5047993170,N/A,N/A,"601 Poydras Street Suite 1855
New Orleans, LA, United States 70130"
Silva Watson Moonwalk Fund,943286835,2020,"$385,169 ","$142,215 ","$90,000 ",N/A,4158918792,N/A,N/A,"62 Rose Lane
Larkspur, CA, United States 94939"
"The Gerald T. Cameron Family Charitable Foundation, Inc.",593237937,2018,"$405,819 ","$20,787 ","$20,000 ",N/A,3059040419,N/A,N/A,"4200 Santa Maria St.
Coral Gables, FL, United States 33146-1125"
The Hazeldean Foundation,471614445,2019,"$2,285,560 ","$12,851 ",N/A,N/A,6174825270,N/A,N/A,"P. O. Box 55806
Boston, MA, United States 02205-5806"
Conard-Davis Family Foundation,207204420,2019,"$41,929,090 ","$3,152,552 ","$2,975,000 ",N/A,6464728860,N/A,N/A,"1202 Lexington Ave Po Box 109
New York City, NY, United States 10028"
Diana Davis Spencer Foundation,203672969,2019,"$1,443,215,686 ","$43,273,195 ","$42,889,095 ",N/A,3019614000,N/A,http://www.ddsfoundation.org,"3 Bethesda Metro Center No 118
Bethesda, MD, United States 20814"
"Hurston Family Foundation, Inc.",260581018,2020,"$3,197,581 ","$153,077 ","$126,000 ",N/A,9786882581,N/A,N/A,"510 Turnpike Street Rm/Ste 203
North Andover, MA, United States 01845"
Kalliopeia Foundation,943270387,2019,"$116,506,476 ","$11,965,675 ","$6,504,064 ",N/A,4154821043, info@kalliopeia.org,http://www.kalliopeia.org,"PO Box 151020
San Rafael, CA, United States 94915"
The C. F. Adams Charitable Trust,46556188,2019,"$20,245,614 ","$1,086,253 ","$886,250 ",N/A,6174220064, info@cfadamstrust.org,http://www.cfadamstrust.org,"141 Tremont Street 200
Boston, MA, United States 02109"
Ascendium Education Group,391090394,,N/A,N/A,N/A,N/A,6087332559, philanthropy@ascendiumeducation.org,https://www.ascendiumeducation.org/,"2501 International Lane
Madison, WI, United States 53704"
"BNY Mellon Foundation, Inc.",311605320,2019,"$41,774,411 ","$1,824,502 ","$1,600,000 ",N/A,4122340023, powering.potential@bnymellon.com,N/A,"Po Box 185
Pittsburgh, PA, United States 15230-0185"
"Epic Foundation, Inc.",471191096,2017,"$996,488 ","$2,672,251 ","$1,288,677 ","$396,000 ",6467597481,N/A,http://www.epic.foundation,"111 5th Ave
New York City, NY, United States 10012-4302"
Patrick & Aimee Butler Family Foundation,416009902,2019,"$110,387,785 ","$5,855,591 ","$5,067,175 ",N/A,6512222565, roberth@butlerfamilyfoundation.org,http://www.butlerfamilyfoundation.org,"2356 University Avenue West
Saint Paul, MN, United States 55114"
"The Gould Family Foundation, Inc.",261377120,2019,"$3,081,915 ","$283,473 ","$252,085 ",N/A,4048679211,N/A,N/A,"1880 Durand Mill Drive Ne
Atlanta, GA, United States 30307"
Beth and Ravenel Curry Foundation,237411083,2020,"$532,602,886 ","$19,255,598 ","$18,602,827 ",N/A,2125837096,N/A,N/A,"499 Park Avenue Floor 17
New York City, NY, United States 100221240"
"CS Family Foundation, Inc.",61764330,2020,"$421,134 ","$155,349 ","$150,000 ",N/A,5168748840,N/A,N/A,"590 Madison Ave
New York City, NY, United States 10022"
D2F2,943256352,2016,"$51,149,570 ","$19,911,313 ","$14,588,891 ",N/A,(415) 733-9721,N/A,N/A,"1 Maritime Plz Ste 1550
San Francisco, CA, United States 94111-3535"
Foundation for the Charlotte Jewish Community,311501858,2019,"$159,399,995 ","$12,706,150 ","$10,713,070 ","$10,713,070 ",7049734500,N/A,http://www.fftc.org/page.aspx?pid=834,"220 North Tryon Street
Charlotte, NC, United States 28202"
Greater Twin Cities United Way,411973442,2019,"$124,513,990 ","$69,416,883 ","$48,296,595 ","$47,844,095 ",(612) 340-7400, info@gtcuw.org,https://www.gtcuw.org/,"404 S Eighth St
Minneapolis, MN, United States 55404"
Inasmuch Foundation,731167188,2018,"$444,711,138 ","$23,231,134 ","$19,952,076 ",N/A,4056045292, sarah.roberts@inasmuchfoundation.org,http://www.inasmuchfoundation.org,"210 Park Ave., Ste. 3150
Oklahoma City, OK, United States 73102-5604"
Kenjohn and Jacqueline Wang Foundation,461836528,2019,"$3,429,078 ","$412,116 ","$386,650 ",N/A,5625973285,N/A,N/A,"5325 E Pacific Coast Highway
Long Beach, CA, United States 90804"
Mitsubishi Corporation Foundation for the Americas,133676166,2019,"$385,335 ","$727,248 ","$500,000 ",N/A,2126052000, mic.foundation@org.mitsubishicorp.com,http://mcfamericas.org/,"655 Third Ave. Fl. 4
New York City, NY, United States 10017"
Musk Foundation,852133087,2020,"$941,344,274 ","$23,665,728 ","$23,614,189 ",N/A,(650) 210-5300,N/A,http://www.muskfoundation.org,"2110 Ranch Rd., 620 S.
Austin, TX, United States 78734"
"MVYouth, Inc.",465177674,2018,"$4,057,997 ","$1,201,006 ",$0 ,N/A,5086273535,N/A,N/A,"P.O. Box 65
Chilmark, MA, United States 02535-0065"
Pisces Foundation,207415160,2020,"$19,128,696 ","$22,974,693 ","$16,428,402 ",N/A,4153643760, admin@piscesfoundation.org,http://piscesfoundation.org,"268 Bush Street
San Francisco, CA, United States 94104"
Republic Services Charitable Foundation,821349416,2019,"$759,980 ","$1,842,264 ","$1,713,160 ",N/A,4806272700,N/A,N/A,"18500 N Alolied Way
Phoenix, AZ, United States 85054"
Russell C and Cornelie G,N/A,2020,"$2,734,183 ","$352,868 ","$348,000 ",N/A,N/A,N/A,N/A,"149 Shannon Road
Lafayette, LA, United States 70503"
"Stephen C. Freidheim Foundation, Inc.",800116118,2019,"$13,369,539 ","$711,731 ","$683,571 ",N/A,5165089623,N/A,N/A,"Co Bessemer Trust 630 Fifth Avenu
New York City, NY, United States 10111"
"The Barra Foundation, Inc.",236277885,2019,"$91,419,427 ","$4,638,049 ","$3,551,573 ",N/A,6109647601, info@barrafoundation.org,http://www.barrafoundation.org,"200 W Lancaster Avenue No 202
Wayne, PA, United States 19087"
The H.B.B. Foundation,366104969,2018,"$15,231,523 ","$595,688 ","$487,816 ",N/A,6305604092,N/A,N/A,"P.O. Box 563
Aurora, IL, United States 60115"
The K2 Wind Foundation Inc.,471222099,2020,"$5,669 ","$393,554 ","$350,000 ",N/A,3054166101,N/A,http://www.k2windfoundation.org,"3900 Hollywood Blvd
Hollywood, FL, United States 33021"
The Libra Foundation,364812310,2019,"$513,535,676 ","$29,976,864 ","$24,522,499 ",N/A,4155494970, info@librafoundation.org,https://www.thelibrafoundation.org/,"1 Letterman Drive Suite C4-420
San Francisco, CA, United States 94129"
"The Mulberry Foundation, Inc.",43505849,2018,"$3,040,116 ","$204,298 ","$180,000 ",N/A,5084598000, info@mulberryfoundation.org,http://www.mulberryfoundation.org,"370 Main St., 12th Fl.
Worcester, MA, United States 01608-1723"
"The Oxford League, Inc.",20491795,2019,"$3,040,446 ","$191,538 ","$114,340 ",N/A,6039292205,N/A,N/A,"One Liberty Lane East Ste 100
Hampton, NH, United States 03842"
The Hazeldean Foundation,471614445,2019,"$2,285,560 ","$12,851 ",N/A,N/A,6174825270,N/A,N/A,"P. O. Box 55806
Boston, MA, United States 02205-5806"
